id,id_powiatu,nazwa
998,140,gm. Sanniki
999,140,gm. Szczawin Kośc.
1000,140,m. Gostynin
1001,141,gm. Baranów
1002,141,gm. Grodzisk Mazowiecki
1003,141,gm. Jaktorów
1004,141,gm. Żabia Wola
1005,141,m. Milanówek
1006,141,m. Podkowa Leśna
1007,142,gm. Belsk Duży
1008,142,gm. Błędów
1009,142,gm. Chynów
1010,142,gm. Goszczyn
1011,142,gm. Grójec
1012,142,gm. Jasieniec
1013,142,gm. Mogielnica
1014,142,gm. Nowe Miasto nad Pilicą
1015,142,gm. Pniewy
1016,142,gm. Warka
1017,143,gm. Garbatka-Letnisko
1018,143,gm. Głowaczów
1019,143,gm. Gniewoszów
1020,143,gm. Grabów nad Pilicą
1021,143,gm. Kozienice
1022,143,gm. Magnuszew
1023,143,gm. Sieciechów
1024,144,gm. Jabłonna
1025,144,gm. Nieporęt
1026,144,gm. Serock
1027,144,gm. Wieliszew
1028,144,m. Legionowo
1029,145,gm. Chotcza
1030,145,gm. Ciepielów
1031,145,gm. Lipsko
1032,145,gm. Rzeczniów
1033,145,gm. Sienno
1034,145,gm. Solec nad Wisłą
1035,146,gm. Huszlew
1036,146,gm. Łosice
1037,146,gm. Olszanka
1038,146,gm. Platerów
1039,146,gm. Sarnaki
1040,146,gm. Stara Kornica
1041,147,gm. Czerwonka
1042,147,gm. Karniewo
1043,147,gm. Krasnosielc
1044,147,gm. Młynarze
1045,147,gm. Płoniawy-Bramura
1046,147,gm. Różan
1047,147,gm. Rzewnie
1048,147,gm. Sypniewo
1049,147,gm. Szelków
1050,147,m. Maków Mazowiecki
1051,148,gm. Cegłów
1052,148,gm. Dębe Wielkie
1053,148,gm. Dobre
1054,148,gm. Halinów
1055,148,gm. Jakubów
1056,148,gm. Kałuszyn
1057,148,gm. Latowicz
1058,148,gm. Mińsk Mazowiecki
1059,148,gm. Mrozy
1060,148,gm. Siennica
1061,148,gm. Stanisławów
1062,148,m. Mińsk Mazowiecki
1063,148,m. Sulejówek
1064,149,gm. Dzierzgowo
1065,149,gm. Lipowiec Kościelny
1066,149,gm. Radzanów
1067,149,gm. Strzegowo
1068,149,gm. Stupsk
1069,149,gm. Szreńsk
1070,149,gm. Szydłowo
1071,149,gm. Wieczfnia Kościelna
1072,149,gm. Wiśniewo
1073,149,m. Mława
1074,150,gm. Czosnów
1075,150,gm. Leoncin
1076,150,gm. Nasielsk
1077,150,gm. Pomiechówek
1078,150,gm. Zakroczym
1079,150,m. Nowy Dwór Mazowiecki
1080,151,gm. Baranowo
1081,151,gm. Czarnia
1082,151,gm. Czerwin
1083,151,gm. Goworowo
1084,151,gm. Kadzidło
1085,151,gm. Lelis
1086,151,gm. Łyse
1087,151,gm. Myszyniec
1088,151,gm. Olszewo-Borki
1089,151,gm. Rzekuń
1090,151,gm. Troszyn
1091,152,Ostrołęka
1092,153,gm. Andrzejewo
1093,153,gm. Boguty-Pianki
1094,153,gm. Brok
1095,153,gm. Małkinia Górna
1096,153,gm. Nur
1097,153,gm. Ostrów Mazowiecka
1098,153,gm. Stary Lubotyń
1099,153,gm. Szulborze Wielkie
1100,153,gm. Wąsewo
1101,153,gm. Zaręby Kościelne
1102,153,m. Ostrów Mazowiecka
1103,154,gm. Celestynów
1104,154,gm. Karczew
1105,154,gm. Kołbiel
1106,154,gm. Osieck
1107,154,gm. Sobienie-Jeziory
1108,154,gm. Wiązowna
1109,154,m. Józefów
1110,154,m. Otwock
1111,155,gm. Góra Kalwaria
1112,155,gm. Konstancin-Jeziorna
1113,155,gm. Lesznowola
1114,155,gm. Piaseczno
1115,155,gm. Prażmów
1116,155,gm. Tarczyn
1117,156,Płock
1118,157,gm. Bielsk
1119,157,gm. Bodzanów
1120,157,gm. Brudzeń Duży
1121,157,gm. Bulkowo
1122,157,gm. Drobin
1123,157,gm. Gąbin
1124,157,gm. Łąck
1125,157,gm. Mała Wieś
1126,157,gm. Nowy Duninów
1127,157,gm. Radzanowo
1128,157,gm. Słubice
1129,157,gm. Słupno
1130,157,gm. Stara Biała
1131,157,gm. Staroźreby
1132,157,gm. Wyszogród
1133,158,gm. Baboszewo
1134,158,gm. Czerwińsk nad Wisłą
1135,158,gm. Dzierzążnia
1136,158,gm. Joniec
1137,158,gm. Naruszewo
1138,158,gm. Nowe Miasto
1139,158,gm. Płońsk
1140,158,gm. Raciąż
1141,158,gm. Sochocin
1142,158,gm. Załuski
1143,158,m. Płońsk
1144,158,m. Raciąż
1145,159,gm. Brwinów
1146,159,gm. Michałowice
1147,159,gm. Nadarzyn
1148,159,gm. Raszyn
1149,159,m. Piastów
1150,159,m. Pruszków
1151,160,gm. Chorzele
1152,160,gm. Czernice Borowe
1153,160,gm. Jednorożec
1154,160,gm. Krasne
1155,160,gm. Krzynowłoga Mała
1156,160,gm. Przasnysz
1157,160,m. Przasnysz
1158,161,gm. Borkowice
1159,161,gm. Gielniów
1160,161,gm. Klwów
1161,161,gm. Odrzywół
1162,161,gm. Potworów
1163,161,gm. Przysucha
1164,161,gm. Rusinów
1165,161,gm. Wieniawa
1166,162,gm. Gzy
1167,162,gm. Obryte
1168,162,gm. Pokrzywnica
1169,162,gm. Pułtusk
1170,162,gm. Świercze
1171,162,gm. Winnica
1172,162,gm. Zatory
1173,163,Radom
1174,164,gm. Gózd
1175,164,gm. Iłża
1176,164,gm. Jastrzębia
1177,164,gm. Jedlińsk
1178,164,gm. Jedlnia-Letnisko
1179,164,gm. Kowala
1180,164,gm. Pionki
1181,164,gm. Przytyk
1182,164,gm. Skaryszew
1183,164,gm. Wierzbica
1184,164,gm. Wolanów
1185,164,gm. Zakrzew
1186,164,m. Pionki
1187,165,Siedlce
1188,166,gm. Domanice
1189,166,gm. Korczew
1190,166,gm. Kotuń
1191,166,gm. Mokobody
1192,166,gm. Mordy
1193,166,gm. Paprotnia
1194,166,gm. Przesmyki
1195,166,gm. Siedlce
1196,166,gm. Skórzec
1197,166,gm. Suchożebry
1198,166,gm. Wiśniew
1199,166,gm. Wodynie
1200,166,gm. Zbuczyn
1201,167,gm. Gozdowo
1202,167,gm. Mochowo
1203,167,gm. Rościszewo
1204,167,gm. Sierpc
1205,167,gm. Szczutowo
1206,167,gm. Zawidz
1207,167,m. Sierpc
1208,168,gm. Brochów
1209,168,gm. Iłów
1210,168,gm. Młodzieszyn
1211,168,gm. Nowa Sucha
1212,168,gm. Rybno
1213,168,gm. Sochaczew
1214,168,gm. Teresin
1215,168,m. Sochaczew
1216,169,gm. Bielany
1217,169,gm. Ceranów
1218,169,gm. Jabłonna Lacka
1219,169,gm. Kosów Lacki
1220,169,gm. Repki
1221,169,gm. Sabnie
1222,169,gm. Sokołów Podlaski
1223,169,gm. Sterdyń
1224,169,m. Sokołów Podlaski
1225,170,Statki
1226,171,gm. Chlewiska
1227,171,gm. Jastrząb
1228,171,gm. Mirów
1229,171,gm. Orońsko
1230,171,gm. Szydłowiec
1231,172,Bemowo
1232,172,Białołęka
1233,172,Bielany
1234,172,Mokotów
1235,172,Ochota
1236,172,Praga-Południe
1237,172,Praga-Północ
1238,172,Rembertów
1239,172,Śródmieście
1240,172,Targówek
1241,172,Ursus
1242,172,Ursynów
1243,172,Wawer
1244,172,Wesoła
1245,172,Wilanów
1246,172,Włochy
1247,172,Wola
1248,172,Żoliborz
1249,173,gm. Błonie
1250,173,gm. Izabelin
1251,173,gm. Kampinos
1252,173,gm. Leszno
1253,173,gm. Łomianki
1254,173,gm. Ożarów Mazowiecki
1255,173,gm. Stare Babice
1256,174,gm. Grębków
1257,174,gm. Korytnica
1258,174,gm. Liw
1259,174,gm. Łochów
1260,174,gm. Miedzna
1261,174,gm. Sadowne
1262,174,gm. Stoczek
1263,174,gm. Wierzbno
1264,174,m. Węgrów
1265,175,gm. Dąbrówka
1266,175,gm. Jadów
1267,175,gm. Klembów
1268,175,gm. Poświętne
1269,175,gm. Radzymin
1270,175,gm. Strachówka
1271,175,gm. Tłuszcz
1272,175,gm. Wołomin
1273,175,m. Kobyłka
1274,175,m. Marki
1275,175,m. Ząbki
1276,175,m. Zielonka
1277,176,gm. Brańszczyk
1278,176,gm. Długosiodło
1279,176,gm. Rząśnik
1280,176,gm. Somianka
1281,176,gm. Wyszków
1282,176,gm. Zabrodzie
1283,177,Zagranica
1284,178,gm. Kazanów
1285,178,gm. Policzna
1286,178,gm. Przyłęk
1287,178,gm. Tczów
1288,178,gm. Zwoleń
1289,179,gm. Bieżuń
1290,179,gm. Kuczbork-Osada
1291,179,gm. Lubowidz
1292,179,gm. Lutocin
1293,179,gm. Siemiątkowo
1294,179,gm. Żuromin
1295,180,gm. Mszczonów
1296,180,gm. Puszcza Mariańska
1297,180,gm. Radziejowice
1298,180,gm. Wiskitki
1299,180,m. Żyrardów
1300,181,gm. Grodków
1301,181,gm. Lewin Brzeski
1302,181,gm. Lubsza
1303,181,gm. Olszanka
1304,181,gm. Skarbimierz
1305,181,m. Brzeg
1306,182,gm. Baborów
1307,182,gm. Branice
1308,182,gm. Głubczyce
1309,182,gm. Kietrz
1310,183,gm. Bierawa
1311,183,gm. Cisek
1312,183,gm. Pawłowiczki
1313,183,gm. Polska Cerekiew
1314,183,gm. Reńska Wieś
1315,183,m. Kędzierzyn-Koźle
1316,184,gm. Byczyna
1317,184,gm. Kluczbork
1318,184,gm. Lasowice Wielkie
1319,184,gm. Wołczyn
1320,185,gm. Gogolin
1321,185,gm. Krapkowice
1322,185,gm. Strzeleczki
1323,185,gm. Walce
1324,185,gm. Zdzieszowice
1325,186,gm. Domaszowice
1326,186,gm. Namysłów
1327,186,gm. Pokój
1328,186,gm. Świerczów
1329,186,gm. Wilków
1330,187,gm. Głuchołazy
1331,187,gm. Kamiennik
1332,187,gm. Korfantów
1333,187,gm. Łambinowice
1334,187,gm. Nysa
1335,187,gm. Otmuchów
1336,187,gm. Paczków
1337,187,gm. Pakosławice
1338,187,gm. Skoroszyce
1339,188,gm. Dobrodzień
1340,188,gm. Gorzów Śląski
1341,188,gm. Olesno
1342,188,gm. Praszka
1343,188,gm. Radłów
1344,188,gm. Rudniki
1345,188,gm. Zębowice
1346,189,Opole
1347,190,gm. Chrząstowice
1348,190,gm. Dąbrowa
1349,190,gm. Dobrzeń Wielki
1350,190,gm. Komprachcice
1351,190,gm. Łubniany
1352,190,gm. Murów
1353,190,gm. Niemodlin
1354,190,gm. Ozimek
1355,190,gm. Popielów
1356,190,gm. Prószków
1357,190,gm. Tarnów Opolski
1358,190,gm. Tułowice
1359,190,gm. Turawa
1360,191,gm. Biała
1361,191,gm. Głogówek
1362,191,gm. Lubrza
1363,191,gm. Prudnik
1364,192,gm. Izbicko
1365,192,gm. Jemielnica
1366,192,gm. Kolonowskie
1367,192,gm. Leśnica
1368,192,gm. Strzelce Opolskie
1369,192,gm. Ujazd
1370,192,gm. Zawadzkie
1371,193,gm. Czarna
1372,193,gm. Lutowiska
1373,193,gm. Ustrzyki Dolne
1374,194,gm. Brzozów
1375,194,gm. Domaradz
1376,194,gm. Dydnia
1377,194,gm. Haczów
1378,194,gm. Jasienica Rosielna
1379,194,gm. Nozdrzec
1380,195,gm. Brzostek
1381,195,gm. Czarna
1382,195,gm. Dębica
1383,195,gm. Jodłowa
1384,195,gm. Pilzno
1385,195,gm. Żyraków
1386,195,m. Dębica
1387,196,gm. Chłopice
1388,196,gm. Jarosław
1389,196,gm. Laszki
1390,196,gm. Pawłosiów
1391,196,gm. Pruchnik
1392,196,gm. Radymno
1393,196,gm. Rokietnica
1394,196,gm. Roźwienica
1395,196,gm. Wiązownica
1396,196,m. Jarosław
1397,196,m. Radymno
1398,197,gm. Brzyska
1399,197,gm. Dębowiec
1400,197,gm. Jasło
1401,197,gm. Kołaczyce
1402,197,gm. Krempna
1403,197,gm. Nowy Żmigród
1404,197,gm. Osiek Jasielski
1405,197,gm. Skołyszyn
1406,197,gm. Tarnowiec
1407,197,m. Jasło
1408,198,gm. Cmolas
1409,198,gm. Dzikowiec
1410,198,gm. Kolbuszowa
1411,198,gm. Majdan Królewski
1412,198,gm. Niwiska
1413,198,gm. Raniżów
1414,199,Krosno
1415,200,gm. Chorkówka
1416,200,gm. Dukla
1417,200,gm. Iwonicz-Zdrój
1418,200,gm. Jaśliska
1419,200,gm. Jedlicze
1420,200,gm. Korczyna
1421,200,gm. Krościenko Wyżne
1422,200,gm. Miejsce Piastowe
1423,200,gm. Rymanów
1424,200,gm. Wojaszówka
1425,201,gm. Baligród
1426,201,gm. Cisna
1427,201,gm. Lesko
1428,201,gm. Olszanica
1429,201,gm. Solina
1430,202,gm. Grodzisko Dolne
1431,202,gm. Kuryłówka
1432,202,gm. Leżajsk
1433,202,gm. Nowa Sarzyna
1434,202,m. Leżajsk
1435,203,gm. Cieszanów
1436,203,gm. Horyniec-Zdrój
1437,203,gm. Lubaczów
1438,203,gm. Narol
1439,203,gm. Oleszyce
1440,203,gm. Stary Dzików
1441,203,gm. Wielkie Oczy
1442,203,m. Lubaczów
1443,204,gm. Białobrzegi
1444,204,gm. Czarna
1445,204,gm. Łańcut
1446,204,gm. Markowa
1447,204,gm. Rakszawa
1448,204,gm. Żołynia
1449,204,m. Łańcut
1450,205,gm. Borowa
1451,205,gm. Czermin
1452,205,gm. Gawłuszowice
1453,205,gm. Mielec
1454,205,gm. Padew Narodowa
1455,205,gm. Przecław
1456,205,gm. Radomyśl Wielki
1457,205,gm. Tuszów Narodowy
1458,205,gm. Wadowice Górne
1459,205,m. Mielec
1460,206,gm. Harasiuki
1461,206,gm. Jarocin
1462,206,gm. Jeżowe
1463,206,gm. Krzeszów
1464,206,gm. Nisko
1465,206,gm. Rudnik nad Sanem
1466,206,gm. Ulanów
1467,207,gm. Bircza
1468,207,gm. Dubiecko
1469,207,gm. Fredropol
1470,207,gm. Krasiczyn
1471,207,gm. Krzywcza
1472,207,gm. Medyka
1473,207,gm. Orły
1474,207,gm. Przemyśl
1475,207,gm. Stubno
1476,207,gm. Żurawica
1477,208,Przemyśl
1478,209,gm. Adamówka
1479,209,gm. Gać
1480,209,gm. Jawornik Polski
1481,209,gm. Kańczuga
1482,209,gm. Przeworsk
1483,209,gm. Sieniawa
1484,209,gm. Tryńcza
1485,209,gm. Zarzecze
1486,209,m. Przeworsk
1487,210,gm. Iwierzyce
1488,210,gm. Ostrów
1489,210,gm. Ropczyce
1490,210,gm. Sędziszów Małopolski
1491,210,gm. Wielopole Skrzyńskie
1492,211,gm. Błażowa
1493,211,gm. Boguchwała
1494,211,gm. Chmielnik
1495,211,gm. Dynów
1496,211,gm. Głogów Małopolski
1497,211,gm. Hyżne
1498,211,gm. Kamień
1499,211,gm. Krasne
1500,211,gm. Lubenia
1501,211,gm. Sokołów Małopolski
1502,211,gm. Świlcza
1503,211,gm. Trzebownisko
1504,211,gm. Tyczyn
1505,211,m. Dynów
1506,212,Rzeszów
1507,213,gm. Besko
1508,213,gm. Bukowsko
1509,213,gm. Komańcza
1510,213,gm. Sanok
1511,213,gm. Tyrawa Wołoska
1512,213,gm. Zagórz
1513,213,gm. Zarszyn
1514,213,m. Sanok
1515,214,gm. Bojanów
1516,214,gm. Pysznica
1517,214,gm. Radomyśl nad Sanem
1518,214,gm. Zaklików
1519,214,gm. Zaleszany
1520,214,m. Stalowa Wola
1521,215,gm. Czudec
1522,215,gm. Frysztak
1523,215,gm. Niebylec
1524,215,gm. Strzyżów
1525,215,gm. Wiśniowa
1526,216,Tarnobrzeg
1527,217,gm. Baranów Sandomierski
1528,217,gm. Gorzyce
1529,217,gm. Grębów
1530,217,gm. Nowa Dęba
1531,218,gm. Augustów
1532,218,gm. Bargłów Kościelny
1533,218,gm. Lipsk
1534,218,gm. Nowinka
1535,218,gm. Płaska
1536,218,gm. Sztabin
1537,218,m. Augustów
1538,219,gm. Choroszcz
1539,219,gm. Czarna Białostocka
1540,219,gm. Dobrzyniewo Duże
1541,219,gm. Gródek
1542,219,gm. Juchnowiec Kościelny
1543,219,gm. Łapy
1544,219,gm. Michałowo
1545,219,gm. Poświętne
1546,219,gm. Supraśl
1547,219,gm. Suraż
1548,219,gm. Turośń Kościelna
1549,219,gm. Tykocin
1550,219,gm. Wasilków
1551,219,gm. Zabłudów
1552,219,gm. Zawady
1553,220,Białystok
1554,221,gm. Bielsk Podlaski
1555,221,gm. Boćki
1556,221,gm. Brańsk
1557,221,gm. Orla
1558,221,gm. Rudka
1559,221,gm. Wyszki
1560,221,m. Bielsk Podlaski
1561,221,m. Brańsk
1562,222,gm. Grajewo
1563,222,gm. Radziłów
1564,222,gm. Rajgród
1565,222,gm. Szczuczyn
1566,222,gm. Wąsosz
1567,222,m. Grajewo
1568,223,gm. Białowieża
1569,223,gm. Czeremcha
1570,223,gm. Czyże
1571,223,gm. Dubicze Cerkiewne
1572,223,gm. Hajnówka
1573,223,gm. Kleszczele
1574,223,gm. Narew
1575,223,gm. Narewka
1576,223,m. Hajnówka
1577,224,gm. Grabowo
1578,224,gm. Kolno
1579,224,gm. Mały Płock
1580,224,gm. Stawiski
1581,224,gm. Turośl
1582,224,m. Kolno
1583,225,Łomża
1584,226,gm. Jedwabne
1585,226,gm. Łomża
1586,226,gm. Miastkowo
1587,226,gm. Nowogród
1588,226,gm. Piątnica
1589,226,gm. Przytuły
1590,226,gm. Śniadowo
1591,226,gm. Wizna
1592,226,gm. Zbójna
1593,227,gm. Goniądz
1594,227,gm. Jasionówka
1595,227,gm. Jaświły
1596,227,gm. Knyszyn
1597,227,gm. Krypno
1598,227,gm. Mońki
1599,227,gm. Trzcianne
1600,228,gm. Giby
1601,228,gm. Krasnopol
1602,228,gm. Puńsk
1603,228,gm. Sejny
1604,228,m. Sejny
1605,229,gm. Drohiczyn
1606,229,gm. Dziadkowice
1607,229,gm. Grodzisk
1608,229,gm. Mielnik
1609,229,gm. Milejczyce
1610,229,gm. Nurzec-Stacja
1611,229,gm. Perlejewo
1612,229,gm. Siemiatycze
1613,229,m. Siemiatycze
1614,230,gm. Dąbrowa Białostocka
1615,230,gm. Janów
1616,230,gm. Korycin
1617,230,gm. Krynki
1618,230,gm. Kuźnica
1619,230,gm. Nowy Dwór
1620,230,gm. Sidra
1621,230,gm. Sokółka
1622,230,gm. Suchowola
1623,230,gm. Szudziałowo
1624,231,gm. Bakałarzewo
1625,231,gm. Filipów
1626,231,gm. Jeleniewo
1627,231,gm. Przerośl
1628,231,gm. Raczki
1629,231,gm. Rutka-Tartak
1630,231,gm. Suwałki
1631,231,gm. Szypliszki
1632,231,gm. Wiżajny
1633,232,Suwałki
1634,233,gm. Ciechanowiec
1635,233,gm. Czyżew
1636,233,gm. Klukowo
1637,233,gm. Kobylin-Borzymy
1638,233,gm. Kulesze Kościelne
1639,233,gm. Nowe Piekuty
1640,233,gm. Sokoły
1641,233,gm. Szepietowo
1642,233,gm. Wysokie Mazowieckie
1643,233,m. Wysokie Mazowieckie
1644,234,gm. Kołaki Kościelne
1645,234,gm. Rutki
1646,234,gm. Szumowo
1647,234,gm. Zambrów
1648,234,m. Zambrów
1649,235,gm. Borzytuchom
1650,235,gm. Bytów
1651,235,gm. Czarna Dąbrówka
1652,235,gm. Kołczygłowy
1653,235,gm. Lipnica
1654,235,gm. Miastko
1655,235,gm. Parchowo
1656,235,gm. Studzienice
1657,235,gm. Trzebielino
1658,235,gm. Tuchomie
1659,236,gm. Brusy
1660,236,gm. Chojnice
1661,236,gm. Czersk
1662,236,gm. Konarzyny
1663,236,m. Chojnice
1664,237,gm. Czarne
1665,237,gm. Człuchów
1666,237,gm. Debrzno
1667,237,gm. Koczała
1668,237,gm. Przechlewo
1669,237,gm. Rzeczenica
1670,237,m. Człuchów
1671,238,Gdańsk
1672,239,gm. Cedry Wielkie
1673,239,gm. Kolbudy
1674,239,gm. Pruszcz Gdański
1675,239,gm. Przywidz
1676,239,gm. Pszczółki
1677,239,gm. Suchy Dąb
1678,239,gm. Trąbki Wielkie
1679,239,m. Pruszcz Gdański
1680,240,Gdynia
1681,241,gm. Chmielno
1682,241,gm. Kartuzy
1683,241,gm. Przodkowo
1684,241,gm. Sierakowice
1685,241,gm. Somonino
1686,241,gm. Stężyca
1687,241,gm. Sulęczyno
1688,241,gm. Żukowo
1689,242,gm. Dziemiany
1690,242,gm. Karsin
1691,242,gm. Kościerzyna
1692,242,gm. Liniewo
1693,242,gm. Lipusz
1694,242,gm. Nowa Karczma
1695,242,gm. Stara Kiszewa
1696,242,m. Kościerzyna
1697,243,gm. Gardeja
1698,243,gm. Kwidzyn
1699,243,gm. Prabuty
1700,243,gm. Ryjewo
1701,243,gm. Sadlinki
1702,243,m. Kwidzyn
1703,244,gm. Cewice
1704,244,gm. Nowa Wieś Lęborska
1705,244,gm. Wicko
1706,244,m. Lębork
1707,244,m. Łeba
1708,245,gm. Lichnowy
1709,245,gm. Malbork
1710,245,gm. Miłoradz
1711,245,gm. Nowy Staw
1712,245,gm. Stare Pole
1713,245,m. Malbork
1714,246,gm. Nowy Dwór Gdański
1715,246,gm. Ostaszewo
1716,246,gm. Stegna
1717,246,gm. Sztutowo
1718,246,m. Krynica Morska
1719,247,gm. Jastarnia
1720,247,gm. Kosakowo
1721,247,gm. Krokowa
1722,247,gm. Puck
1723,247,gm. Władysławowo
1724,247,m. Hel
1725,247,m. Puck
1726,248,Słupsk
1727,249,gm. Damnica
1728,249,gm. Dębnica Kaszubska
1729,249,gm. Główczyce
1730,249,gm. Kępice
1731,249,gm. Kobylnica
1732,249,gm. Potęgowo
1733,249,gm. Słupsk
1734,249,gm. Smołdzino
1735,249,gm. Ustka
1736,249,m. Ustka
1737,250,Sopot
1738,251,gm. Bobowo
1739,251,gm. Czarna Woda
1740,251,gm. Kaliska
1741,251,gm. Lubichowo
1742,251,gm. Osieczna
1743,251,gm. Osiek
1744,251,gm. Skarszewy
1745,251,gm. Skórcz
1746,251,gm. Smętowo Graniczne
1747,251,gm. Starogard Gdański
1748,251,gm. Zblewo
1749,251,m. Skórcz
1750,251,m. Starogard Gdański
1751,252,gm. Dzierzgoń
1752,252,gm. Mikołajki Pomorskie
1753,252,gm. Stary Dzierzgoń
1754,252,gm. Stary Targ
1755,252,gm. Sztum
1756,253,gm. Gniew
1757,253,gm. Morzeszczyn
1758,253,gm. Pelplin
1759,253,gm. Subkowy
1760,253,gm. Tczew
1761,253,m. Tczew
1762,254,gm. Choczewo
1763,254,gm. Gniewino
1764,254,gm. Linia
1765,254,gm. Luzino
1766,254,gm. Łęczyce
1767,254,gm. Szemud
1768,254,gm. Wejherowo
1769,254,m. Reda
1770,254,m. Rumia
1771,254,m. Wejherowo
1772,255,gm. Bobrowniki
1773,255,gm. Mierzęcice
1774,255,gm. Psary
1775,255,gm. Siewierz
1776,255,m. Będzin
1777,255,m. Czeladź
1778,255,m. Sławków
1779,255,m. Wojkowice
1780,256,gm. Bestwina
1781,256,gm. Buczkowice
1782,256,gm. Czechowice-Dziedzice
1783,256,gm. Jasienica
1784,256,gm. Jaworze
1785,256,gm. Kozy
1786,256,gm. Porąbka
1787,256,gm. Wilamowice
1788,256,gm. Wilkowice
1789,256,m. Szczyrk
1790,257,Bielsko-Biała
1791,258,gm. Bojszowy
1792,258,gm. Chełm Śląski
1793,258,m. Bieruń
1794,258,m. Imielin
1795,258,m. Lędziny
1796,259,Bytom
1797,260,Chorzów
1798,261,gm. Brenna
1799,261,gm. Chybie
1800,261,gm. Dębowiec
1801,261,gm. Goleszów
1802,261,gm. Hażlach
1803,261,gm. Istebna
1804,261,gm. Skoczów
1805,261,gm. Strumień
1806,261,gm. Zebrzydowice
1807,261,m. Cieszyn
1808,261,m. Ustroń
1809,261,m. Wisła
1810,262,Częstochowa
1811,263,gm. Blachownia
1812,263,gm. Dąbrowa Zielona
1813,263,gm. Janów
1814,263,gm. Kamienica Polska
1815,263,gm. Kłomnice
1816,263,gm. Koniecpol
1817,263,gm. Konopiska
1818,263,gm. Kruszyna
1819,263,gm. Lelów
1820,263,gm. Mstów
1821,263,gm. Mykanów
1822,263,gm. Olsztyn
1823,263,gm. Poczesna
1824,263,gm. Przyrów
1825,263,gm. Rędziny
1826,263,gm. Starcza
1827,264,Dąbrowa Górnicza
1828,265,Gliwice
1829,266,gm. Gierałtowice
1830,266,gm. Pilchowice
1831,266,gm. Rudziniec
1832,266,gm. Sośnicowice
1833,266,gm. Toszek
1834,266,gm. Wielowieś
1835,266,m. Knurów
1836,266,m. Pyskowice
1837,267,Jastrzębie-Zdrój
1838,268,Jaworzno
1839,269,Katowice
1840,270,gm. Kłobuck
1841,270,gm. Krzepice
1842,270,gm. Lipie
1843,270,gm. Miedźno
1844,270,gm. Opatów
1845,270,gm. Panki
1846,270,gm. Popów
1847,270,gm. Przystajń
1848,270,gm. Wręczyca Wielka
1849,271,gm. Boronów
1850,271,gm. Ciasna
1851,271,gm. Herby
1852,271,gm. Kochanowice
1853,271,gm. Koszęcin
1854,271,gm. Pawonków
1855,271,gm. Woźniki
1856,271,m. Lubliniec
1857,272,gm. Ornontowice
1858,272,gm. Wyry
1859,272,m. Łaziska Górne
1860,272,m. Mikołów
1861,272,m. Orzesze
1862,273,Mysłowice
1863,274,gm. Koziegłowy
1864,274,gm. Niegowa
1865,274,gm. Poraj
1866,274,gm. Żarki
1867,274,m. Myszków
1868,275,Piekary Śląskie
1869,276,gm. Goczałkowice-Zdrój
1870,276,gm. Kobiór
1871,276,gm. Miedźna
1872,276,gm. Pawłowice
1873,276,gm. Pszczyna
1874,276,gm. Suszec
1875,277,gm. Kornowac
1876,277,gm. Krzanowice
1877,277,gm. Krzyżanowice
1878,277,gm. Kuźnia Raciborska
1879,277,gm. Nędza
1880,277,gm. Pietrowice Wielkie
1881,277,gm. Rudnik
1882,277,m. Racibórz
1883,278,Ruda Śląska
1884,279,gm. Czerwionka-Leszczyny
1885,279,gm. Gaszowice
1886,279,gm. Jejkowice
1887,279,gm. Lyski
1888,279,gm. Świerklany
1889,280,Rybnik
1890,281,Siemianowice Śląskie
1891,282,Sosnowiec
1892,283,Świętochłowice
1893,284,gm. Krupski Młyn
1894,284,gm. Ożarowice
1895,284,gm. Świerklaniec
1896,284,gm. Tworóg
1897,284,gm. Zbrosławice
1898,284,m. Kalety
1899,284,m. Miasteczko Śląskie
1900,284,m. Radzionków
1901,284,m. Tarnowskie Góry
1902,285,Tychy
1903,286,gm. Godów
1904,286,gm. Gorzyce
1905,286,gm. Lubomia
1906,286,gm. Marklowice
1907,286,gm. Mszana
1908,286,m. Pszów
1909,286,m. Radlin
1910,286,m. Rydułtowy
1911,286,m. Wodzisław Śląski
1912,287,Zabrze
1913,288,gm. Irządze
1914,288,gm. Kroczyce
1915,288,gm. Łazy
1916,288,gm. Ogrodzieniec
1917,288,gm. Pilica
1918,288,gm. Szczekociny
1919,288,gm. Włodowice
1920,288,gm. Żarnowiec
1921,288,m. Poręba
1922,288,m. Zawiercie
1923,289,Żory
1924,290,gm. Czernichów
1925,290,gm. Gilowice
1926,290,gm. Jeleśnia
1927,290,gm. Koszarawa
1928,290,gm. Lipowa
1929,290,gm. Łękawica
1930,290,gm. Łodygowice
1931,290,gm. Milówka
1932,290,gm. Radziechowy-Wieprz
1933,290,gm. Rajcza
1934,290,gm. Ślemień
1935,290,gm. Świnna
1936,290,gm. Ujsoły
1937,290,gm. Węgierska Górka
1938,290,m. Żywiec
1939,291,gm. Busko-Zdrój
1940,291,gm. Gnojno
1941,291,gm. Nowy Korczyn
1942,291,gm. Pacanów
1943,291,gm. Solec-Zdrój
1944,291,gm. Stopnica
1945,291,gm. Tuczępy
1946,291,gm. Wiślica
1947,292,gm. Imielno
1948,292,gm. Jędrzejów
1949,292,gm. Małogoszcz
1950,292,gm. Nagłowice
1951,292,gm. Oksa
1952,292,gm. Sędziszów
1953,292,gm. Słupia (Jędrzejowska)
